Dharawal,Dharawal,mannung,night,618,N,mannung,night,mannung,NIGHT
Dharawal,Dharawal,burai,night,618,N,burai,night,buɹai,NIGHT
Gundungurra,Gundungurra,barai,night,618,N,barai,night,baɹai,NIGHT
Gundungurra,Gundungurra,barai,night,618,N,barai,night,baɹai,NIGHT
Ngarigo,Ngarigu,dhayagu,night,618,N,dhayagu,night,d̪ajagu,NIGHT
Gundungurra,Gundungurra,barai,night,618,N,barai,night,baɹai,NIGHT
Dharawal,Dharawal,dhaburang,night,618,N,dhaburang,night,d̪abuɹang,NIGHT
Thurrawal,Dharawal,barra,night,618,N,barra,night,bara,NIGHT
Thurrawal,Dharawal,barrar,night,618,N,barrar,night,baraɹ,NIGHT
DYRGN,Dhurga,dabara,night,618,N,dabara,night,dabaɹa,NIGHT
Thurrawal,Dharawal,bara,night,618,N,bara,night,baɹa,NIGHT
Dhurga,Dhurga,gilwa,night,618,N,gilwa,night,gilwa,NIGHT
Dhurga,Dhurga,dhabura,night,618,N,dhabura,night,d̪abuɹa,NIGHT
Dharuk,Dharuk,minni,night,618,N,minni,night,minni,NIGHT
Dharuk,Dharuk,minnek,night,618,N,minnek,night,minnek,NIGHT
Gundungurra,Gundungurra,burrie,night,618,N,burrie,night,burie,NIGHT
Gundungurra,Gundungurra,burriooloo,night,618,N,burriooloo,night,burioːloː,NIGHT
Ngaiawang,Ngayawang,nimmi,night,618,N,nimmi,night,nimmi,NIGHT
Ngarrindjeri,Ngarrindjeri,ŋendi,night,618,N,ngendi,night,ŋendi,NIGHT
Ngarrindjeri,Ngarrindjeri,yoŋuldye,night,618,N,yonguldye,night,joŋulɟe,NIGHT
Keramin,Keramin,waŋkRi,night,618,N,wanggRi,night,waŋkRi,NIGHT
Keramin,Keramin,waŋk(O)R-an,night,618,N,wangg(O)R-an,night,waŋk(O)R-an,NIGHT
Madhi-Madhi,Mathi-Mathi,puyiŋki,night,618,N,buyinggi,night,pujiŋki,NIGHT
Wemba-Wemba,Wemba-Wemba,puriny,night,618,N,puriny,night,puɹiɲ,NIGHT
Wemba-Wemba,Wemba-Wemba,karrelkuk,night,618,N,karrelkuk,night (tonight),karelkuk,NIGHT
Gandangara,Gundungurra,gargu ~ ga:gu,night,618,N,gargu ~ gaagu,night,gaɹgu ~ gaːgu,NIGHT
Gandangara,Gundungurra,burayi,night,618,N,burayi,night,buɹaji,NIGHT
Ngunawal,Ngunawal,Nuruman,night,618,N,Nuruman,night,Nuɹuman,NIGHT
Ngunawal,Ngunawal,burabi,night,618,N,burabi,night,buɹabi,NIGHT
Ngunawal,Ngunawal,kaku,night,618,N,kaku,night,kaku,NIGHT
Ngarigu,Ngarigu,dhayaku,night,618,N,"dhayaku, dhayik",night,d̪ajaku,NIGHT
The Canberra Language,Ngunawal,thaya,night,618,N,dhaya,night,t̪aja,NIGHT
Thawa,Thawa,yirimi,night,618,N,yirimi,night,jiɹimi,NIGHT
Jiringayn,Djirringany,yiripini,night,618,N,yiribini,night,jiɹipini,NIGHT
Dhurga,Dhurga,thapura,night,618,N,dhabura,night,t̪apuɹa,NIGHT
Dharumba,Dharawal,tapara(ny),night,618,N,dabara(nj),night,tapaɹa(ɲ),NIGHT
Dharawal,Dharawal,para,night,618,N,bara,night,paɹa,NIGHT
Wathawurrung,Wathawurrung,murrkal,night,618,N,murrkal,night,murkal,NIGHT
Colac,Kolakngat,pooroonna (d),night,618,N,"pooroonna (d), ",night,poːɹoːnna (d),NIGHT
Colac,Kolakngat,boorana (l),night,618,N,boorana (l),night,boːɹana (l),NIGHT
Tyattyalla,Djadjala,buruny,night,618,N,buruñ,night,buɹuɲ,NIGHT
Warrnambool,Warrnambool,kuruwulok,night,618,N,kuruwulok,night,kuɹuwulok,NIGHT
Warrnambool,Warrnambool,palan,night,618,N,palan,night,palan,NIGHT
Warrnambool,Warrnambool,pupun,night,618,N,pupun,night,pupun,NIGHT
Warrnambool,Warrnambool,purony,night,618,N,puroyn,night,puɹoɲ,NIGHT
Warrnambool,Warrnambool,tam,night,618,N,tam,night,tam,NIGHT
Warrnambool,Warrnambool,toriyony,night,618,N,toriyoyn,night,toɹijoɲ,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,booron,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,booroon,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,booroon,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,boroin,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,boron,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,borone,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,buron,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,burun,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,parrong,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,poor-on,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,poroin,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,porronn,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,puroin,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,puuron kuurtin,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,torun,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,koorowullock,night,poːrojn,NIGHT
Keerraywoorroong,Keerraywoorroong,poorroyn,night,618,N,dam,night,poːrojn,NIGHT
Gulawurrung,Gulawurrung,ˈmundun,night,618,,ˈmundun,night,ˈmundun,NIGHT
Wemba-Wemba,Wemba-Wemba,karrəlkuk,night,618,Adv,karrəlkuk,tonight,karəlkuk,NIGHT
Wemba-Wemba,Wemba-Wemba,puriny,night,618,N,puriny,"night, darkness",puɹiɲ,NIGHT
Thanggatti,Thanggati,ŋunmarr,night,618,,ngunmarr,"night, dark",ŋunmar,NIGHT
Gundungurra,Gundungurra,burri,night,618,N,burri,night,buri,NIGHT
Ngarigu,Ngarigu,dhayik,night,618,N,"dhayaku, dhayik",night,d̪ajik,NIGHT
Port Jackson,Dharuk,gnoo-wing,night,618,,Gnoo-wing,Night,gnoː-wing,NIGHT
Boonwerong,Boonwurrung,bor.on.nite,night,618,,bor.on.nite,night,boɹ.on.nite,NIGHT
Yass,Ngunawal,noromun,night,618,,noromun,night,noɹomun,NIGHT
Port Jackson,Dharuk,Gnoo-wing,night,618,,Gnoo-wing,Night,Gnoː-wing,NIGHT
Kutthung,Katthang,,night,618,,Koor-ra ,night,,NIGHT
Wergaia,Werkaya,puruny,night,618,,buṛunj,"darkness, night",puɹuɲ,
Manning River,Birrpayi,,night,618,,koonbaka,night,,
Hunter River,Wonnarua,,night,618,,"tookoi, dookoi",night,,
Kutthung,Katthang,koór-râ,night,618,,koór-râ,night,koóɹ-ɹâ,
Mathi-Mathi,Mathi-Mathi,,night,618,,buyinggi (var. buin_d_i),"night, darkness",,
Ngarigu,Ngarigu,"thayaku, thayik",night,618,,"dhayaku, dhayik",night,"t̪ayaku, t̪ayik",
Ngunawal,Ngunawal,nuruman purapi kaku,night,618,,Nuruman burabi kaku,night,nuɹuman puɹapi kaku,
Woiwurrung,Woiwurrung,purruñ,night,618,,burruñ,night,puruñ,
Woiwurrung,Woiwurrung,purruñthuth,night,618,,burruñdhuth,"night, darkness",puruñt̪ut̪,
Woiwurrung,Woiwurrung,mupurrun,night,618,,muburrun,"night, darkness",mupurun,
Ngaiawang,Ngayawang,nim-i,night,618,,nim-i,night,nim-i,
Katthang,Katthang,pimay; pimaykal; kumpa;kura:,night,618,,bimay; bimaygal; gumba;guraa,night,pimay; pimaykal; kumpa;kuɹaː,
Katthang,Katthang,pimay,night,618,,bimay,tonight,pimay,
Letyi-Letyi,Ladji-Ladji,"puntyi, puŋ(k)i?, kuli",night,618,,"pundyi, pung(g)i?, kuli","night, dark","punci, puŋ(k)i?, kuli",
Piangil,Piangil,puruŋ(k)i,night,618,,puRung(g)i,"night, dark",puɹuŋ(k)i,
Wadi-Wadi (Swan Hill),Wadi-wadi,"puruŋ(k)i, kurali",night,618,,"puRung(g)i, kuRali","night, dark","puɹuŋ(k)i, kuɹali",
Dhudhuroa,Dhudhuroa,dhogotyba,night,618,N,dhogotjba,night,d̪ogocba,NIGHT
Dhudhuroa,Dhudhuroa,djebayn,night,618,N,djebayn,night (evening),djebajn,NIGHT
Dhudhuroa,Dhudhuroa,thokotypa,night,618,,dhogotjba,night,t̪okotcpa,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,bookang,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,"butgalak (bud = ""sexual intercourse""; galag = ""tree"")",,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,pook-kun,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,lallat,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,booknat,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,butkoeluk,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,bookan,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,butgulluk,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,bokung,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,bukong,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,"bǔt-ginn-butginn (see ""answer"")",,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,padd-kallack,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,lalat,,,
Ganai,Kurnai,"bugaŋ; budgalag; (see ""yesterday"", ""dark"")",night,489,N,paddkallack,,,
Yabula-Yabula,Yabula-Yabula,yenutj ,night,618,N,,,,
Yabula-Yabula,Yabula-Yabula,nyinnityur ,night,618,N,,,,
Dhudhuroa,Dhudhuroa,dhogotjba,night,618,N,dhogotjba,night,d̪ogocba,NIGHT
Dhudhuroa,Dhudhuroa,djebayn,night,618,N,djebayn,night (evening),djebajn,NIGHT
Dhudhuroa,Dhudhuroa,dhogotjba,night,618,,dhogotjba,night,t̪okotcpa,
Tjapwurrung,Tjapwurrung,ka(R),nose,21,N,ka(R),nose,ka(R),NOSE
Bunganditj,Buwandik,kapu,nose,21,N,kapu,nose,kapu,NOSE
Bunganditj,Buwandik,kawu,nose,21,N,kawu,nose,kawu,NOSE
Woiwurrung,Woiwurrung,kaŋ,nose,21,N,Kang,Nose,kaŋ,NOSE
Madhi-Madhi,Mathi-Mathi,thinti,nose,21,N,Thinti,Nose,t̪inti,NOSE
Ledji-Ledji,Ladji-Ladji,tyantyi,nose,21,N,Tjantji,Nose,canci,NOSE
Wadi-Wadi (Swan Hill),Wadi-wadi,tyanty[i],nose,21,N,tjantj[i],Nose,canc[i],NOSE
Wadi-Wadi (Piangil),Wadi-wadi,tyanthi,nose,21,N,Tjanthi,Nose,cant̪i,NOSE
Wemba-Baraba,Baraba Baraba,karr,nose,21,N,Karr,Nose,kar,NOSE
Warrnambool,Warrnambool,kapuŋ,nose,21,N,kapung,nose,kapuŋ,NOSE
Wathawurrung,Wathawurrung,kaŋ,nose,21,N,kang,nose,kaŋ,NOSE
Bunganditj,Buwandik,kapu,nose,21,N,kapu,nose,kapu,NOSE
Bunganditj,Buwandik,kawu,nose,21,N,kawu,nose,kawu,NOSE
Woiwurrung,Woiwurrung,ka:ŋ,nose,21,N,gaang,nose,kaːŋ,NOSE
Sydney,Dharuk,nuka,nose,21,N,nuga,nose,nuka,NOSE
Katthang,Katthang,Narŋ,nose,21,N,Narng,nose,Naɹŋ,NOSE
Buwandik,Buwandik,kabu,nose,21,N,"kabu, kawu",nose,kabu,NOSE
Darkinyung,Darkinyung,nukur,nose,21,N,nugur,nose,nukuɹ,NOSE
Thoerwel,Dharawal,moerru,nose,21,N,moerru,nose,moeru,NOSE
Port MacQuarie,Birrpayi,noggera,nose,21,N,"noggera, namro, nang",Nose,noggeɹa,NOSE
The Manning River,Birrpayi,nak,nose,21,N,nak,Nose,nak,NOSE
The Hunter River,Wonnarua,nockro,nose,21,N,nockro,Nose,nockɹo,NOSE
Wellington,Wellington,moorotha,nose,21,N,moorotha,Nose,moːɹot̪a,NOSE
"Port Jackson, or a Part of Sydney Harbour",Dharuk,nugur,nose,21,N,nogur,Nose,nuguɹ,NOSE
"Port Jackson, or a Part of Sydney Harbour",Dharuk,no-gro,nose,21,N,no-gro,Nose,no-gɹo,NOSE
Botany Bay,Dharuk,noogoolbundi,nose,21,N,noogoolbundi,Nose,noːgoːlbundi,NOSE
Yass,Ngunawal,moorangee,nose,21,N,moorangee,Nose,moːɹangeː,NOSE
Moneroo,Moneroo,nor,nose,21,N,nor,Nose,noɹ,NOSE
Moneroo,Moneroo,noor,nose,21,N,noor,Nose,noːɹ,NOSE
SWAN HILL AND TYNTYNDER,Wadi-wadi,leintoo,nose,21,N,leintoo,Nose,leintoː,NOSE
Piangil,Piangil,tyaintho,nose,21,N,djaindo,Nose,caint̪o,NOSE
Piangil,Piangil,tyaingi,nose,21,N,changi,Nose,caingi,NOSE
KULKYNE,Mathi-Mathi,tyintyi,nose,21,N,jenji,Nose,cinci,NOSE
THE TATIARRA COUNTRY,Bindjali,kanyik,nose,21,N,kanyik,Nose,kaɲik,NOSE
THE TATIARRA COUNTRY,Bindjali,kar,nose,21,N,kaar,Nose,kaɹ,NOSE
MOUNT GAMBIER,Buwandik,kow,nose,21,N,kow,Nose,kow,NOSE
"LAKE HINDMARSH, UPPER REGIONS STATION, AND LOWER WIMMERA","Lake Hindmarsh, Upper Regions Station, And Lower Wimmera",ka:,nose,21,N,kaa,Nose,kaː,NOSE
UPPER GLENELG AND WANNON,Mardidjali,kapung,nose,21,N,kapoong,Nose,kapung,NOSE
"THE GLENELG, ABOVE WOODFORD",Mardidjali,ka:,nose,21,N,kaa,Nose,kaː,NOSE
Woodford,Mardidjali,kapu,nose,21,N,kaboo,Nose,kapu,NOSE
Hamilton,Gunditjmara,ka:,nose,21,N,kaa,Nose,kaː,NOSE
MOUNT ROUSE; NATIVE NAME KOOLOOR,Gunditjmara,ka:,nose,21,N,kaa,Nose,kaː,NOSE
HOPKINS RIVER,Bindjali,kapung,nose,21,N,kabong,Nose,kapung,NOSE
HOPKINS RIVER,Bindjali,kapung,nose,21,N,karpoong,Nose,kapung,NOSE
MOULMEIN,Wemba-Wemba,ka:muk,nose,21,N,karmuk,Nose,kaːmuk,NOSE
LAKE BOGA,Wemba-Wemba,ka:nuk,nose,21,N,karnook,Nose,kaːnuk,NOSE
"THE NEIGHBOURHOOD OF LAKE BOGA, PROBABLY MOORERBAT AND THE LOWER LODDON",Wemba-Wemba,ka:,nose,21,N,kaa,Nose,kaː,NOSE
"GONN STATION, MURRAY RIVER",Wemba-Wemba,ka:nuk,nose,21,N,karnook,Nose,kaːnuk,NOSE
GUNBOWER STATION,Baraba Baraba,ka:nuk,nose,21,N,kaanuk,Nose,kaːnuk,NOSE
MOUNT HOPE - P\ANYOOL DIALECT,Piangil,kanyook,nose,21,N,kanyook,Nose,kaɲoːk,NOSE
"KERANG, LODDON RIVER",Wemba-Wemba,ka:,nose,21,N,kaa,Nose,kaː,NOSE
"SEYMOUR TO MURCHISON, PART OF GOULBURN RIVER, WHROO, ETC - NGOORAIALUM LANGUAGE",Daungwurrung,ka:k,nose,21,N,kaag,Nose,kaːk,NOSE
"HEALESVILLE, UPPER YARRA - OORONGIR LANGUAGE.",Woiwurrung,ka:oŋ,nose,21,N,kaaong,Nose,kaːoŋ,NOSE
LOWER YARRA,Lower Yarra,congatha,nose,21,N,congatha,Nose,congat̪a,NOSE
MORDIYALLOOK,Boonwurrung,kang,nose,21,N,kaang,Nose,kang,NOSE
Dartmoor,Mardidjali,kow-o,nose,21,N,kow-o,nose,kow-o,NOSE
Pytu Reach,Ngarrindjeri,kopi,nose,21,N,kopi,Nose,kopi,NOSE
Yit-Tha,Yitha-Yitha,kap,nose,21,N,kaap,Nose,kap,NOSE
"Ned's Corner Station, Murray River",Ngintait,roonchana,nose,21,N,roonchana,Nose,ɹoːnchana,NOSE
Wellington,Wellington,runko,nose,21,N,r|o|onko,Nose,ɹunko,NOSE
DG?,Dharuk,nuga-ra,nose,21,N,nuga-ra,nose,nuga-ɹa,NOSE
DG?,Dharuk,nugu-ru,nose,21,N,nugu-ru,nose,nugu-ɹu,NOSE
BB,Iyora,nugu,nose,21,N,nugu,nose,nugu,NOSE
Dharuk,Dharuk,nugu-ra,nose,21,N,nugu-ra,nose,nugu-ɹa,NOSE
Iyora,Iyora,nugu-ru,nose,21,N,nugu-ru,nose,nugu-ɹu,NOSE
Iyora,Iyora,nugu-ru,nose,21,N,nugu-ru,nose,nugu-ɹu,NOSE
DgR,Thanggati,nuga-ra,nose,21,N,nuga-ra,nose,nuga-ɹa,NOSE
Iyora,Iyora,nugu-r,nose,21,N,nugu-r,nose,nugu-ɹ,NOSE
DgR,Thanggati,nuga-ra,nose,21,N,nuga-ra,nose,nuga-ɹa,NOSE
Dharuk,Dharuk,nuga,nose,21,N,nuga,nose,nuga,NOSE
DgR,Thanggati,någu-ru,nose,21,N,någu-ru,nose,någu-ɹu,NOSE
DgR,Thanggati,nuga-ra,nose,21,N,nuga-ra,nose,nuga-ɹa,NOSE
"Awabakal, Dark, Syd",Awabakal,nugu-ru,nose,21,N,nugu-ru,nose,nugu-ɹu,NOSE
"Awabakal, Dark, Syd",Awabakal,nugu-ru,nose,21,N,nugu-ru,nose,nugu-ɹu,NOSE
BB,Iyora,nugu-r,nose,21,N,nugu-r,nose,nugu-ɹ,NOSE
Iyora,Iyora,nugu-ru,nose,21,N,nugu-ru,nose,nugu-ɹu,NOSE
BB,Iyora,nugu-ru,nose,21,N,nugu-ru,nose,nugu-ɹu,NOSE
BB,Iyora,nugu-ru,nose,21,N,nugu-ru,nose,nugu-ɹu,NOSE
Iyora,Iyora,någa-ru,nose,21,N,någa-ru,nose,någa-ɹu,NOSE
DG?,Dharuk,nuga-ra,nose,21,N,nuga-ra,nose,nuga-ɹa,NOSE
Iyora,Iyora,nugu-ru,nose,21,N,nugu-ru,nose,nugu-ɹu,NOSE
Dharuk,Dharuk,nuga,nose,21,N,nuga,nose,nuga,NOSE
BB,Iyora,någu-ra,nose,21,N,någu-ra,nose,någu-ɹa,NOSE
BB,Iyora,nugu,nose,21,N,nugu,nose,nugu,NOSE
BB,Iyora,nugu,nose,21,N,nugu,nose,nugu,NOSE
BB,Iyora,någu-ru,nose,21,N,någu-ru,nose,någu-ɹu,NOSE
Iyora,Iyora,någaru,nose,21,N,någaru,nose,någaɹu,NOSE
LD,Awabakal,nugu,nose,21,N,nugu,nose,nugu,NOSE
NrN,NrN (Steele Source),nyugru,nose,21,N,nyugru,nose,ɲugɹu,NOSE
Darkinyung,Darkinyung,nugur,nose,21,N,nugur,nose,nuguɹ,NOSE
NrN,NrN (Steele Source),nugåru,nose,21,N,nugåru,nose,nugåɹu,NOSE
Gdg,Katthang,nang,nose,21,N,nang,nose,nang,NOSE
Birrpayi,Birrpayi,nayag,nose,21,N,nayag,nose,najag,NOSE
Darkinyung,Darkinyung,núgur,nose,21,N,núgur,nose,núguɹ,NOSE
NrN,NrN (Steele Source),någåru,nose,21,N,någåru,nose,någåɹu,NOSE
Darkinyung,Darkinyung,nugur,nose,21,N,nugur,nose,nuguɹ,NOSE
Awabakal / [K-gai ?,Awabakal,nugåru,nose,21,N,nugåru,nose,nugåɹu,NOSE
Gdg [Gwgl/Wrmi?],Katthang,nang,nose,21,N,nang,nose,nang,NOSE
Birrpayi,Birrpayi,nang (nogra),nose,21,N,nang (nogra),nose,nang (nogɹa),NOSE
Darkinyung,Darkinyung,nugura,nose,21,N,nugura,nose,nuguɹa,NOSE
Birrpayi,Birrpayi,någara,nose,21,N,någara,nose,någaɹa,NOSE
Awabakal,Awabakal,nugåru,nose,21,N,nugåru,nose,nugåɹu,NOSE
Birrpayi,Birrpayi,nang,nose,21,N,nang,nose,nang,NOSE
Birrpayi,Birrpayi,nang,nose,21,N,nang,nose,nang,NOSE
Birrpayi,Birrpayi,någara,nose,21,N,någara,nose,någaɹa,NOSE
Wonarua,Wonnarua,någaru,nose,21,N,någaru,nose,någaɹu,NOSE
Birrpayi,Birrpayi,ngåra,nose,21,N,ngåra,nose,ngåɹa,NOSE
Gundungurra,Gundungurra,nigidy,nose,21,N,nigidy,nose,nigiɟ,NOSE
Gga/Ngwl,Ngunawal,nyigidy,nose,21,N,nyigidy,nose,ɲigiɟ,NOSE
Gundungurra,Gundungurra,nigidy,nose,21,N,nigidy,nose,nigiɟ,NOSE
Dharawal,Dharawal,nugur,nose,21,N,nugur,nose,nuguɹ,NOSE
Gundungurra,Gundungurra,någåru,nose,21,N,någåru,nose,någåɹu,NOSE
Gundungurra,Gundungurra,någåru,nose,21,N,någåru,nose,någåɹu,NOSE
Ngarigo,Ngarigu,gung,nose,21,N,gung,nose,gung,NOSE
Wodi-Wodi,Dharawal,nurur,nose,21,N,nurur,nose,nuɹuɹ,NOSE
Wodi-Wodi,Dharawal,nugur,nose,21,N,nugur,nose,nuguɹ,NOSE
Ngwl?,Ngunawal,nigit,nose,21,N,nigit,nose,nigit,NOSE
Ngwl?,Ngunawal,nur,nose,21,N,nur,nose,nuɹ,NOSE
Ngwl?,Ngunawal,mura,nose,21,N,mura,nose,muɹa,NOSE
Thurrawal,Dharawal,nugul-bandi,nose,21,N,nugul-bandi,nose,nugul-bandi,NOSE
Thurrawal,Dharawal,nugul-bandi,nose,21,N,nugul-bandi,nose,nugul-bandi,NOSE
DWL?,Dharawal,någåru,nose,21,N,någåru,nose,någåɹu,NOSE
Dhurga,Dhurga,någur,nose,21,N,någur,nose,någuɹ,NOSE
Yaraldi,Yaraldi,kɔ:pi,nose,21,N,kɔ:pi,nose,kɔːpi,NOSE
Dharuk,Dharuk,nogra,nose,21,N,nogra,nose,nogɹa,NOSE
Dharuk,Dharuk,nuga,nose,21,N,nuga,nose,nuga,NOSE
Ngarigu,Ngarigu,gung,nose,21,N,gung,nose,gung,NOSE
Ngaiawang,Ngayawang,r@o@onko,nose,21,s,r@o@onko,the nose,ɹ@o@onko,NOSE
Ngarrindjeri,Ngarrindjeri,kopi,nose,21,N,kopi,nose,kopi,NOSE
Yitha-Yitha,Yitha-Yitha,kap,nose,21,N,kap,nose,kap,NOSE
Keramin,Keramin,kap,nose,21,N,kap,nose,kap,NOSE
Madhi-Madhi,Mathi-Mathi,thinti,nose,21,N,dhindi,nose,t̪inti,NOSE
Wemba-Wemba,Wemba-Wemba,karr,nose,21,N,karr,nose,kar,NOSE
Gandangara,Gundungurra,nigidy,nose,21,N,nigidy,nose,nigiɟ,NOSE
Ngarigu,Ngarigu,nurr,nose,21,N,nurr,nose,nur,NOSE
The Canberra Language,Ngunawal,nurr,nose,21,N,nurr,nose,nur,NOSE
Dharawal,Dharawal,nukur,nose,21,N,nugur,nose,nukuɹ,NOSE
Dharawal,Dharawal,nukur,nose,21,N,nugur,nose,nukuɹ,NOSE
Dhurga,Dhurga,nukur,nose,21,N,nugur,nose,nukuɹ,NOSE
Dhurga,Dhurga,nukur,nose,21,N,nugur,nose,nukuɹ,NOSE
Thawa,Thawa,nukurr,nose,21,N,nukurr,nose,nukur,NOSE
Jiringayn,Djirringany,nukurr,nose,21,N,nukurr,nose,nukur,NOSE
Jiringayn,Djirringany,ŋikil,nose,21,N,ngikil,nose,ŋikil,NOSE
Dhurga,Dhurga,nukurr,nose,21,N,nugurr,nose,nukur,NOSE
Dharawal,Dharawal,nukurr,nose,21,N,nugurr,nose,nukur,NOSE
Wathawurrung,Wathawurrung,kang,nose,21,N,kang,nose,kang,NOSE
Colac,Kolakngat,kong-gnen-ok (e),nose,21,N,"kong-gnen-ok (e), ",nose,kong-gnen-ok (e),NOSE
Colac,Kolakngat,konk gnen nok(tu),nose,21,N,konk gnen nok(tu),nose,konk gnen nok(tu),NOSE
Tyattyalla,Djadjala,ka,nose,21,N,ka,nose,ka,NOSE
Narinari,Nari Nari,dhindin,nose,21,N,dhindin,nose,d̪indin,NOSE
Dardidardi,Yitha-Yitha,gab,nose,21,N,gab,nose,gab,NOSE
Southern Ngarigu,Ngarigu,gun,nose,21,,gun,nose,gun,NOSE
Dhurga,Dhurga,nukur,nose,21,N,nuɡur,nose,nukuɹ,NOSE
Dhurga,Dhurga,nukur,nose,21,N,nuɡur,nose,nukuɹ,NOSE
Dharawal,Dharawal,nukur,nose,21,N,nuɡur,nose,nukuɹ,NOSE
Dharawal,Dharawal,nukur,nose,21,N,nuɡur,nose,nukuɹ,NOSE
Gulawurrung,Gulawurrung,ˈnyunyuřu,nose,21,,ˈñuñuřu,nose,ˈɲuɲuɾu,NOSE
Wemba-Wemba,Wemba-Wemba,karr,nose,21,N,karr,nose,kar,NOSE
Thanggatti,Thanggati,ŋampurr,nose,21,,ngamburr,nose,ŋampur,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,karpoong,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kapoong,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,karpong,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,karboon,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,karboon,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kapuung,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kapuung,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kapung,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kapung,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kappung,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kapoong-ean,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kabong,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kapong,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kapoong,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kapoong,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kabo,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,cow oo art neen,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,caboong,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,caboong atnin,nose,kapoːng,NOSE
Keerraywoorroong,Keerraywoorroong,kapoong,nose,21,N,kobborn,nose,kapoːng,NOSE
